WARD,DAYS SERVICED,ASSET TYPE,STATUS
10,7,WR2,Existing
01,5,WR4,Existing
12,5,WR4,Existing
14,1,WR4,Existing
13,5,WR4,Existing
14,7,WR4,Existing
14,7,WR2,Existing
14,7,WR1,Existing
12,5,WR1,Existing
12,7,WR2,Existing
14,7,WR1,Existing
19,3,WR1,Existing
19,7,WR2,Existing
19,1,WR1,Existing
02,5,WR2,Existing
21,3,WR1,Temporarily Removed
05,5,WR1,Existing
03,1,WR2,Existing
05,5,WR2,Existing
19,3,WR2,Existing
18,5,WR2,Existing
24,4,WR2,Existing
14,7,WR2,Temporarily Removed
01,1,WR1,Existing
19,5,WR2,Existing
25,4,WR2,Existing
07,5,WR4,Existing
01,5,WR4,Existing
01,3,WR4,Existing
15,4,WR1,Existing
22,3,WR2,Existing
23,1,WR2,Existing
09,7,WR2,Existing
14,7,WR2,Existing
02,5,WR2,Existing
03,7,WR2,Existing
05,5,WR2,Existing
02,3,WR1,Existing
21,3,WR1,Existing
04,5,WR1,Temporarily Removed
16,1,WR1,Existing
03,7,WR2,Existing
03,1,WR2,Existing
01,5,WR2,Temporarily Removed
01,5,WR2,Existing
11,7,WR2,Existing
10,7,WR1,Existing
02,3,WR2,Existing
20,3,WR1,Existing
23,3,WR2,Existing
14,7,WR4,Existing
13,5,WR4,Existing
10,7,WR1,Existing
10,7,WR2,Existing
06,1,WR4,Existing
22,3,WR4,Existing
18,4,WR4,Existing
17,4,WR4,Existing
17,4,WR4,Existing
10,7,WR4,Existing
10,7,WR4,Existing
07,3,WR4,Temporarily Removed
07,3,WR4,Temporarily Removed
21,1,WR1,Existing
14,7,WR1,Existing
14,7,WR2,Existing
22,3,WR2,Temporarily Removed
11,7,WR3,Existing
03,3,WR1,Existing
25,4,WR1,Existing
02,1,WR1,Existing
02,5,WR1,Existing
25,4,WR1,Existing
15,4,WR2,Existing
14,5,WR2,Existing
13,5,WR4,Existing
13,5,WR4,Existing
25,4,WR4,Existing
25,4,WR4,Existing
16,1,WR4,Existing
18,1,WR4,Existing
07,3,WR4,Temporarily Removed
10,7,WR4,Temporarily Removed
17,4,WR2,Existing
12,7,WR1,Existing
19,7,WR4,Temporarily Removed
09,5,WR1,Existing
09,5,WR1,Existing
07,1,WR4,Existing
04,7,WR2,Existing
11,7,WR2,Existing
15,5,WR2,Existing
03,5,WR1,Existing
03,7,WR2,Existing
18,7,WR2,Existing
22,4,WR1,Existing
16,4,WR2,Existing
20,3,WR1,Existing
15,4,WR2,Existing
10,7,WR4,Existing
13,7,WR1,Existing
13,7,WR2,Existing
13,7,WR2,Existing
13,5,WR2,Existing
13,5,WR1,Temporarily Removed
13,7,WR4,Existing
12,7,WR4,Existing
01,5,WR4,Existing
12,7,WR4,Temporarily Removed
12,1,WR2,Existing
01,5,WR4,Existing
12,5,WR2,Existing
01,5,WR4,Existing
13,7,WR4,Existing
13,7,WR4,Existing
13,7,WR4,Existing
13,7,WR4,Temporarily Removed
15,5,WR4,Existing
15,5,WR4,Existing
23,3,WR4,Existing
11,7,WR4,Existing
22,3,WR4,Existing
25,4,WR4,Existing
24,3,WR4,Existing
13,5,WR4,Existing
13,5,WR4,Existing
13,5,WR4,Existing
13,5,WR4,Existing
13,5,WR4,Existing
13,5,WR4,Existing
07,5,WR1,Existing
21,3,WR2,Existing
07,5,WR2,Existing
07,3,WR2,Existing
03,5,WR2,Existing
20,3,WR4,Existing
01,5,WR2,Existing
07,5,WR2,Existing
06,5,WR2,Existing
08,5,WR2,Temporarily Removed
07,5,WR1,Existing
16,3,WR2,Existing
08,5,WR4,Temporarily Removed
19,7,WR4,Existing
08,5,WR2,Existing
04,5,WR2,Existing
05,5,WR3,Existing
01,5,WR2,Existing
25,4,WR2,Existing
04,7,WR1,Existing
07,5,WR2,Existing
21,3,WR2,Existing
15,5,WR2,Existing
08,5,WR2,Temporarily Removed
25,4,WR2,Existing
06,5,WR1,Existing
01,5,WR4,Existing
23,3,WR4,Existing
23,3,WR4,Existing
23,1,WR4,Existing
02,3,WR4,Existing
02,1,WR4,Existing
02,1,WR4,Existing
02,1,WR4,Existing
10,7,WR4,Temporarily Removed
10,7,WR4,Existing
14,5,WR4,Existing
03,7,WR4,Temporarily Removed
03,5,WR4,Existing
03,5,WR4,Existing
03,5,WR4,Existing
03,5,WR4,Existing
07,5,WR4,Temporarily Removed
01,3,WR4,Existing
18,5,WR4,Existing
18,4,WR4,Existing
18,4,WR4,Existing
18,4,WR4,Existing
18,4,WR4,Existing
04,5,WR4,Existing
04,7,WR4,Existing
01,5,WR4,Existing
01,5,WR4,Existing
01,3,WR4,Temporarily Removed
17,4,WR4,Existing
17,4,WR4,Existing
17,4,WR4,Existing
17,4,WR4,Existing
17,4,WR4,Existing
17,4,WR4,Existing
22,4,WR4,Existing
16,4,WR4,Existing
16,4,WR4,Existing
16,4,WR4,Existing
16,1,WR4,Existing
16,1,WR4,Temporarily Removed
16,1,WR4,Existing
21,3,WR4,Existing
19,7,WR4,Existing
19,1,WR4,Existing
19,1,WR4,Existing
19,3,WR4,Existing
14,1,WR4,Existing
08,5,WR4,Existing
08,5,WR4,Existing
08,5,WR4,Temporarily Removed
06,5,WR4,Temporarily Removed
01,3,WR4,Existing
01,3,WR4,Existing
01,5,WR4,Existing
02,3,WR4,Existing
04,5,WR4,Existing
04,1,WR4,Existing
04,5,WR4,Temporarily Removed
01,5,WR2,Existing
08,5,WR2,Existing
08,5,WR2,Existing
06,5,WR1,Existing
19,3,WR4,Existing
03,5,WR4,Existing
13,7,WR2,Existing
13,7,WR2,Existing
17,4,WR2,Existing
22,4,WR3,Existing
15,4,WR2,Existing
07,1,WR1,Existing
08,1,WR1,Existing
15,5,WR4,Existing
10,7,WR4,Existing
13,7,WR1,Temporarily Removed
21,3,WR2,Existing
09,1,WR1,Existing
01,3,WR2,Existing
01,3,WR2,Existing
01,1,WR4,Existing
01,3,WR4,Existing
17,4,WR4,Temporarily Removed
04,5,WR1,Existing
22,4,WR4,Existing
22,4,WR4,Existing
25,1,WR4,Existing
25,4,WR4,Existing
13,7,WR4,Existing
13,5,WR4,Existing
13,5,WR4,Existing
13,5,WR4,Existing
15,4,WR4,Existing
25,1,WR4,Existing
13,7,WR4,Existing
16,1,WR4,Existing
13,7,WR4,Existing
24,1,WR4,Existing
13,7,WR4,Existing
14,7,WR4,Existing
17,1,WR4,Existing
25,4,WR4,Existing
25,4,WR4,Existing
25,1,WR4,Existing
25,1,WR4,Existing
25,4,WR4,Existing
21,1,WR4,Existing
25,1,WR4,Existing
02,1,WR4,Existing
02,1,WR4,Existing
13,5,WR4,Existing
09,7,WR4,Existing
03,5,WR4,Existing
21,3,WR4,Existing
10,7,WR4,Existing
13,5,WR4,Existing
13,5,WR4,Existing
13,5,WR4,Existing
05,5,WR4,Existing
05,5,WR4,Existing
11,7,WR4,Existing
11,7,WR4,Temporarily Removed
11,7,WR4,Temporarily Removed
11,7,WR4,Temporarily Removed
25,3,WR4,Existing
22,3,WR4,Existing
23,3,WR2,Existing
10,7,WR4,Temporarily Removed
11,7,WR1,Existing
01,5,WR2,Existing
01,1,WR2,Temporarily Removed
01,5,WR2,Existing
01,5,WR2,Existing
13,7,WR2,Existing
04,1,WR1,Existing
19,7,WR3,Existing
02,1,WR2,Existing
05,5,WR1,Existing
08,7,WR2,Temporarily Removed
15,4,WR3,Existing
12,5,WR2,Existing
18,7,WR2,Existing
09,5,WR2,Existing
09,5,WR2,Existing
25,3,WR4,Existing
02,1,WR4,Existing
25,1,WR4,Existing
02,5,WR4,Existing
05,5,WR2,Existing
16,4,WR1,Existing
11,1,WR4,Existing
09,5,WR1,Existing
20,1,WR4,Existing
20,3,WR4,Existing
18,4,WR4,Existing
02,3,WR4,Existing
10,7,WR1,Existing
14,7,WR2,Existing
14,1,WR1,Temporarily Removed
12,5,WR1,Existing
14,7,WR2,Existing
12,5,WR2,Existing
12,5,WR1,Existing
12,1,WR1,Existing
14,7,WR1,Existing
14,7,WR1,Existing
15,5,WR1,Existing
12,5,WR1,Existing
09,7,WR4,Existing
10,7,WR2,Existing
04,5,WR4,Existing
11,7,WR2,Existing
07,5,WR2,Existing
05,5,WR4,Existing
05,5,WR4,Existing
09,5,WR2,Existing
09,5,WR4,Existing
10,7,WR4,Temporarily Removed
18,7,WR4,Existing
09,5,WR1,Existing
10,7,WR2,Temporarily Removed
09,5,WR4,Existing
09,7,WR2,Existing
07,3,WR4,Existing
07,3,WR4,Existing
07,1,WR4,Existing
21,3,WR4,Existing
15,7,WR4,Existing
14,7,WR4,Existing
12,5,WR4,Existing
14,7,WR1,Temporarily Removed
19,1,WR1,Existing
19,7,WR4,Existing
24,3,WR2,Existing
21,3,WR2,Existing
05,5,WR2,Existing
09,5,WR2,Existing
02,5,WR2,Temporarily Removed
25,4,WR2,Existing
24,4,WR1,Existing
25,4,WR1,Existing
06,5,WR2,Existing
13,7,WR4,Existing
13,7,WR4,Existing
14,7,WR1,Temporarily Removed
12,1,WR3,Existing
22,3,WR1,Existing
16,4,WR1,Existing
02,1,WR1,Existing
11,7,WR3,Existing
14,7,WR1,Existing
03,5,WR2,Existing
05,5,WR2,Temporarily Removed
08,5,WR1,Existing
16,1,WR1,Temporarily Removed
09,5,WR1,Existing
10,7,WR2,Temporarily Removed
21,3,WR2,Existing
22,4,WR2,Existing
23,3,WR2,Existing
23,3,WR2,Existing
06,5,WR2,Existing
11,7,WR2,Existing
16,3,WR1,Existing
06,5,WR2,Existing
11,7,WR1,Existing
18,5,WR1,Existing
11,7,WR1,Existing
07,5,WR2,Existing
06,5,WR2,Existing
02,3,WR4,Existing
24,3,WR4,Existing
21,3,WR1,Existing
17,1,WR1,Existing
17,1,WR1,Existing
06,1,WR4,Existing
25,4,WR4,Existing
03,5,WR2,Existing
08,5,WR4,Existing
15,7,WR4,Existing
08,5,WR2,Existing
18,7,WR4,Existing
11,7,WR4,Existing
02,5,WR4,Existing
09,5,WR4,Temporarily Removed
07,5,WR2,Existing
15,4,WR4,Temporarily Removed
07,5,WR4,Existing
07,5,WR4,Existing
07,5,WR4,Existing
02,3,WR1,Existing
21,3,WR1,Temporarily Removed
23,1,WR4,Temporarily Removed
03,5,WR4,Existing
03,3,WR4,Temporarily Removed
03,5,WR4,Existing
03,7,WR4,Existing
07,5,WR4,Temporarily Removed
03,3,WR4,Existing
07,5,WR4,Temporarily Removed
12,5,WR4,Existing
06,5,WR4,Existing
15,5,WR4,Existing
08,1,WR4,Temporarily Removed
13,7,WR4,Existing
13,5,WR4,Existing
13,5,WR4,Existing
13,5,WR4,Existing
14,1,WR4,Existing
01,5,WR2,Existing
01,3,WR2,Existing
04,5,WR1,Existing
04,7,WR4,Existing
04,5,WR2,Existing
21,3,WR1,Existing
10,7,WR2,Existing
10,7,WR1,Temporarily Removed
02,3,WR2,Existing
06,5,WR2,Existing
18,1,WR4,Existing
07,5,WR1,Existing
07,5,WR2,Existing
04,7,WR4,Existing
10,7,WR4,Existing
02,3,WR4,Existing
15,4,WR4,Existing
02,3,WR4,Existing
02,5,WR4,Existing
12,7,WR4,Existing
10,7,WR4,Existing
11,7,WR4,Existing
10,7,WR4,Existing
11,7,WR4,Existing
22,3,WR4,Existing
23,3,WR4,Existing
05,5,WR4,Existing
10,7,WR4,Existing
09,5,WR4,Existing
19,7,WR4,Existing
06,1,WR4,Existing
06,1,WR4,Existing
10,7,WR4,Existing
20,3,WR4,Existing
20,3,WR4,Existing
20,3,WR4,Existing
10,7,WR4,Existing
12,1,WR4,Existing
12,1,WR4,Existing
12,5,WR4,Existing
24,3,WR4,Existing
01,1,WR4,Existing
13,7,WR4,Existing
14,7,WR4,Existing
06,5,WR4,Existing
06,5,WR4,Existing
05,5,WR4,Existing
06,5,WR4,Existing
06,5,WR4,Existing
06,5,WR4,Existing
06,5,WR4,Existing
05,5,WR4,Existing
05,1,WR4,Existing
05,1,WR4,Existing
10,7,WR4,Existing
18,4,WR4,Existing
13,7,WR4,Existing
13,7,WR4,Existing
10,7,WR4,Existing
09,5,WR3,Existing
13,7,WR4,Existing
01,5,WR4,Existing
02,5,WR4,Existing
11,7,WR4,Existing
15,1,WR4,Existing
17,4,WR4,Existing
01,5,WR4,Existing
02,1,WR4,Existing
04,7,WR4,Existing
11,7,WR4,Existing
03,7,WR4,Existing
03,7,WR4,Existing
03,1,WR4,Existing
03,5,WR4,Existing
03,1,WR4,Existing
03,7,WR4,Existing
11,7,WR4,Existing
13,5,WR4,Temporarily Removed
09,5,WR4,Existing
14,7,WR4,Existing
06,5,WR4,Existing
06,5,WR4,Existing
06,5,WR4,Existing
09,7,WR4,Existing
05,5,WR4,Existing
02,5,WR4,Existing
01,5,WR4,Existing
01,1,WR4,Existing
06,5,WR4,Existing
11,1,WR4,Existing
18,7,WR4,Existing
17,1,WR4,Temporarily Removed
11,7,WR4,Existing
18,7,WR4,Existing
19,7,WR4,Existing
21,3,WR4,Existing
11,7,WR4,Existing
11,7,WR4,Existing
15,5,WR4,Existing
11,7,WR4,Existing
17,1,WR4,Existing
11,7,WR4,Existing
11,7,WR4,Existing
11,7,WR4,Existing
11,7,WR4,Existing
11,7,WR4,Temporarily Removed
11,7,WR4,Existing
11,7,WR4,Existing
11,7,WR4,Existing
10,7,WR4,Existing
10,7,WR4,Existing
10,7,WR4,Existing
10,7,WR4,Existing
10,7,WR4,Temporarily Removed
06,1,WR4,Existing
06,5,WR4,Existing
18,7,WR4,Existing
08,5,WR4,Existing
08,5,WR4,Existing
09,7,WR4,Existing
12,5,WR4,Existing
11,7,WR4,Existing
12,1,WR4,Existing
12,1,WR4,Existing
12,5,WR4,Existing
12,5,WR4,Existing
11,7,WR4,Existing
09,1,WR4,Existing
10,7,WR4,Existing
03,7,WR4,Existing
06,5,WR4,Existing
23,3,WR4,Existing
01,3,WR4,Existing
15,4,WR4,Existing
01,5,WR4,Existing
01,5,WR4,Existing
03,5,WR4,Existing
13,5,WR4,Existing
06,1,WR4,Existing
10,7,WR4,Existing
10,7,WR4,Existing
15,1,WR4,Existing
15,4,WR4,Existing
20,3,WR4,Existing
11,7,WR4,Existing
16,4,WR4,Temporarily Removed
05,5,WR4,Existing
06,1,WR4,Existing
06,1,WR4,Existing
05,5,WR4,Existing
05,1,WR4,Existing
21,3,WR4,Existing
05,1,WR4,Existing
13,7,WR4,Existing
14,7,WR4,Existing
05,1,WR4,Existing
10,7,WR4,Existing
05,5,WR4,Existing
14,7,WR4,Existing
21,3,WR4,Existing
05,1,WR4,Existing
02,1,WR4,Existing
04,5,WR4,Existing
06,1,WR4,Existing
24,3,WR4,Existing
11,7,WR4,Existing
17,1,WR4,Existing
11,1,WR4,Existing
11,7,WR4,Existing
11,7,WR4,Existing
11,1,WR4,Existing
19,7,WR4,Existing
19,5,WR4,Existing
14,7,WR4,Temporarily Removed
14,7,WR4,Temporarily Removed
05,5,WR4,Existing
19,5,WR4,Existing
14,7,WR4,Temporarily Removed
05,5,WR4,Existing
14,7,WR4,Temporarily Removed
14,7,WR4,Temporarily Removed
02,1,WR4,Existing
21,3,WR2,Existing
16,1,WR4,Existing
13,5,WR4,Existing
21,3,WR1,Existing
15,4,WR4,Existing
14,7,WR4,Existing
20,3,WR4,Existing
12,7,WR4,Existing
08,7,WR4,Existing
11,7,WR4,Existing
08,5,WR4,Temporarily Removed
07,5,WR4,Temporarily Removed
07,5,WR4,Temporarily Removed
07,1,WR4,Existing
07,1,WR4,Existing
01,3,WR4,Existing
01,3,WR4,Existing
03,5,WR4,Existing
01,3,WR4,Existing
01,3,WR4,Existing
13,7,WR4,Existing
13,7,WR4,Existing
13,7,WR4,Existing
07,5,WR4,Existing
07,5,WR4,Existing
07,5,WR4,Existing
07,5,WR4,Temporarily Removed
07,5,WR4,Temporarily Removed
07,1,WR4,Existing
07,1,WR4,Existing
07,1,WR4,Existing
25,3,WR4,Existing
19,7,WR4,Existing
21,3,WR4,Existing
23,3,WR4,Existing
13,5,WR4,Existing
20,3,WR4,Existing
06,5,WR4,Existing
16,4,WR4,Existing
13,5,WR4,Existing
20,3,WR4,Existing
13,7,WR4,Existing
19,7,WR4,Existing
11,7,WR4,Existing
21,3,WR4,Existing
01,1,WR4,Existing
01,3,WR4,Existing
01,5,WR4,Existing
04,1,WR4,Existing
07,3,WR4,Existing
07,3,WR4,Existing
19,7,WR4,Temporarily Removed
10,7,WR4,Existing
10,7,WR4,Existing
05,5,WR4,Existing
10,7,WR4,Existing
05,5,WR4,Existing
09,7,WR4,Existing
11,7,WR4,Existing
11,7,WR4,Existing
19,3,WR2,Existing
22,4,WR2,Existing
10,7,WR1,Existing
23,3,WR1,Existing
25,4,WR2,Existing
04,1,WR1,Existing
05,1,WR1,Existing
10,7,WR1,Existing
12,5,WR2,Existing
14,5,WR1,Temporarily Removed
14,7,WR1,Existing
14,5,WR2,Existing
21,3,WR2,Temporarily Removed
21,3,WR4,Temporarily Removed
23,1,WR4,Existing
16,4,WR4,Existing
23,3,WR4,Existing
23,3,WR4,Existing
24,4,WR4,Existing
13,5,WR4,Existing
21,3,WR1,Temporarily Removed
14,7,WR1,Existing
07,3,WR1,Existing
21,3,WR2,Existing
09,7,WR1,Existing
21,3,WR4,Existing
06,1,WR4,Existing
01,5,WR4,Existing
01,5,WR4,Existing
01,5,WR4,Existing
01,5,WR4,Existing
07,5,WR4,Existing
01,3,WR4,Existing
01,3,WR4,Existing
21,3,WR4,Temporarily Removed
01,3,WR4,Existing
01,3,WR4,Existing
01,3,WR4,Existing
01,3,WR4,Existing
07,5,WR4,Temporarily Removed
03,1,WR4,Existing
20,3,WR4,Existing
17,4,WR4,Existing
16,1,WR4,Existing
10,7,WR4,Existing
16,1,WR4,Existing
04,7,WR2,Existing
11,7,WR2,Existing
13,7,WR2,Existing
09,5,WR1,Existing
15,5,WR4,Existing
22,4,WR1,Existing
21,3,WR2,Temporarily Removed
09,7,WR2,Existing
09,5,WR1,Existing
14,7,WR3,Existing
21,3,WR1,Existing
11,7,WR2,Temporarily Removed
18,7,WR2,Existing
14,1,WR3,Existing
14,1,WR3,Existing
11,7,WR1,Existing
10,7,WR1,Existing
13,7,WR1,Temporarily Removed
11,7,WR2,Existing
11,7,WR4,Existing
03,5,WR2,Existing
09,7,WR1,Existing
01,5,WR2,Existing
21,3,WR2,Existing
23,3,WR1,Existing
09,5,WR2,Existing
09,5,WR1,Existing
03,7,WR4,Existing
17,4,WR2,Existing
18,7,WR2,Existing
01,5,WR2,Existing
01,5,WR2,Existing
02,3,WR1,Existing
10,7,WR2,Existing
13,5,WR1,Existing
13,7,WR4,Existing
21,3,WR1,Temporarily Removed
25,3,WR1,Existing
23,3,WR2,Temporarily Removed
25,4,WR1,Existing
06,5,WR2,Existing
21,3,WR4,Existing
08,1,WR1,Existing
03,1,WR2,Existing
02,3,WR2,Existing
08,5,WR2,Existing
03,5,WR2,Existing
03,7,WR4,Temporarily Removed
05,5,WR2,Existing
04,1,WR4,Existing
10,7,WR4,Existing
08,5,WR4,Existing
13,7,WR4,Existing
05,5,WR4,Existing
12,7,WR4,Existing
15,7,WR4,Existing
14,1,WR4,Existing
14,7,WR4,Temporarily Removed
13,5,WR4,Existing
10,7,WR4,Existing
21,3,WR4,Existing
12,5,WR4,Existing
09,5,WR4,Existing
10,7,WR4,Existing
11,7,WR4,Temporarily Removed
17,4,WR4,Existing
13,7,WR4,Existing
13,7,WR4,Existing
10,7,WR4,Existing
10,5,WR4,Existing
10,5,WR4,Existing
22,3,WR4,Existing
14,3,WR4,Existing
24,4,WR4,Existing
08,5,WR4,Existing
01,1,WR4,Existing
09,5,WR4,Existing
08,5,WR4,Existing
01,5,WR4,Existing
13,5,WR4,Existing
01,1,WR4,Existing
13,5,WR4,Existing
13,7,WR4,Existing
20,3,WR4,Existing
10,7,WR4,Existing
11,7,WR4,Existing
14,7,WR4,Existing
08,5,WR4,Existing
10,7,WR4,Existing
01,1,WR4,Existing
13,5,WR4,Existing
14,3,WR4,Existing
08,5,WR4,Existing
10,7,WR4,Existing
11,7,WR4,Existing
08,5,WR4,Existing
03,7,WR4,Existing
13,5,WR4,Existing
08,5,WR4,Existing
21,3,WR4,Existing
19,7,WR4,Temporarily Removed
03,5,WR4,Existing
14,7,WR4,Existing
09,1,WR4,Existing
10,7,WR4,Temporarily Removed
11,7,WR4,Temporarily Removed
03,7,WR4,Existing
02,3,WR4,Existing
21,3,WR4,Existing
10,7,WR4,Existing
16,4,WR4,Existing
21,3,WR4,Existing
15,5,WR4,Existing
01,1,WR4,Existing
16,4,WR4,Existing
12,1,WR4,Existing
01,3,WR4,Existing
10,7,WR4,Existing
16,4,WR4,Existing
01,5,WR4,Existing
21,3,WR4,Existing
11,7,WR4,Existing
11,7,WR4,Existing
13,7,WR4,Existing
01,3,WR4,Temporarily Removed
10,7,WR4,Existing
21,3,WR4,Existing
21,3,WR4,Existing
25,4,WR4,Existing
12,1,WR4,Existing
11,7,WR4,Existing
21,3,WR4,Existing
01,1,WR4,Existing
11,7,WR4,Existing
09,1,WR4,Existing
13,7,WR4,Existing
17,1,WR4,Existing
01,5,WR4,Existing
21,3,WR4,Existing
21,3,WR4,Existing
21,3,WR4,Existing
02,3,WR4,Existing
21,3,WR4,Existing
18,5,WR4,Existing
12,1,WR4,Existing
07,5,WR4,Existing
21,3,WR4,Existing
12,1,WR4,Existing
01,3,WR4,Existing
21,3,WR4,Existing
01,1,WR4,Existing
12,1,WR4,Existing
07,5,WR4,Existing
21,3,WR4,Existing
12,7,WR4,Existing
12,1,WR4,Existing
21,3,WR4,Existing
24,3,WR4,Existing
06,5,WR4,Existing
14,7,WR4,Existing
24,3,WR4,Existing
11,7,WR2,Existing
24,3,WR4,Existing
06,1,WR4,Existing
11,7,WR4,Existing
04,5,WR1,Existing
03,7,WR1,Existing
20,3,WR1,Existing
24,3,WR2,Temporarily Removed
23,3,WR2,Existing
22,4,WR2,Existing
19,7,WR2,Existing
19,7,WR2,Temporarily Removed
19,7,WR1,Existing
08,1,WR1,Existing
09,5,WR2,Existing
02,5,WR1,Existing
07,5,WR2,Temporarily Removed
06,5,WR2,Existing
08,5,WR1,Temporarily Removed
25,4,WR2,Existing
23,3,WR1,Existing
20,3,WR1,Temporarily Removed
13,5,WR1,Existing
04,5,WR2,Existing
08,5,WR3,Existing
20,3,WR1,Existing
24,3,WR2,Existing
02,1,WR1,Existing
08,5,WR1,Existing
22,4,WR1,Existing
10,7,WR1,Existing
03,7,WR4,Existing
06,5,WR1,Existing
21,3,WR2,Existing
05,5,WR2,Existing
03,5,WR1,Existing
23,3,WR4,Existing
14,7,WR1,Existing
05,5,WR1,Temporarily Removed
06,5,WR1,Temporarily Removed
01,5,WR1,Existing
13,7,WR1,Existing
05,5,WR2,Existing
05,5,WR1,Existing
07,3,WR2,Existing
15,5,WR1,Existing
12,5,WR1,Existing
22,4,WR2,Existing
04,5,WR1,Existing
07,5,WR1,Existing
25,4,WR2,Existing
22,4,WR2,Existing
20,3,WR2,Existing
21,3,WR1,Temporarily Removed
15,1,WR2,Existing
07,5,WR2,Existing
01,5,WR2,Existing
13,7,WR3,Existing
20,3,WR3,Existing
23,3,WR1,Existing
01,5,WR1,Existing
02,3,WR1,Existing
09,5,WR1,Existing
07,5,WR2,Existing
18,4,WR2,Existing
11,7,WR2,Temporarily Removed
11,7,WR4,Existing
09,7,WR2,Existing
22,3,WR2,Temporarily Removed
08,7,WR2,Existing
16,4,WR2,Existing
02,5,WR1,Existing
05,5,WR2,Existing
11,7,WR1,Existing
10,7,WR2,Existing
11,7,WR1,Temporarily Removed
11,7,WR1,Existing
11,7,WR1,Existing
09,5,WR4,Existing
18,4,WR3,Existing
14,7,WR3,Temporarily Removed
11,7,WR1,Existing
11,7,WR3,Existing
09,1,WR1,Existing
04,7,WR4,Existing
10,7,WR1,Existing
10,7,WR4,Temporarily Removed
03,5,WR1,Existing
03,5,WR2,Existing
09,7,WR1,Existing
11,7,WR1,Existing
24,4,WR2,Existing
01,5,WR2,Existing
01,3,WR1,Existing
07,1,WR1,Existing
11,7,WR2,Existing
09,5,WR2,Existing
02,5,WR2,Existing
04,7,WR4,Existing
08,5,WR2,Existing
06,5,WR2,Existing
09,5,WR2,Existing
14,7,WR2,Existing
09,5,WR2,Existing
03,5,WR2,Existing
09,1,WR2,Existing
11,7,WR1,Existing
10,7,WR1,Existing
22,4,WR2,Existing
22,4,WR2,Existing
05,5,WR2,Existing
10,7,WR1,Existing
11,7,WR2,Existing
23,3,WR2,Existing
15,5,WR1,Temporarily Removed
11,7,WR3,Temporarily Removed
12,1,WR1,Existing
15,5,WR4,Temporarily Removed
11,5,WR1,Existing
22,4,WR2,Existing
19,7,WR4,Existing
12,5,WR2,Temporarily Removed
18,4,WR4,Existing
09,5,WR2,Existing
17,4,WR4,Existing
23,3,WR1,Existing
19,7,WR4,Existing
25,4,WR2,Existing
18,4,WR1,Existing
01,5,WR1,Existing
05,1,WR2,Existing
08,5,WR2,Existing
25,4,WR2,Existing
13,5,WR2,Existing
13,5,WR2,Existing
22,3,WR2,Existing
03,7,WR1,Existing
17,4,WR2,Temporarily Removed
07,5,WR2,Existing
25,1,WR1,Existing
23,3,WR2,Existing
01,5,WR2,Existing
07,5,WR2,Existing
06,5,WR2,Existing
07,5,WR2,Existing
03,5,WR1,Existing
17,4,WR2,Existing
12,5,WR3,Existing
18,5,WR2,Existing
06,5,WR2,Existing
07,5,WR2,Existing
21,3,WR1,Existing
13,7,WR1,Existing
11,7,WR2,Existing
02,7,WR1,Existing
09,7,WR1,Existing
01,5,WR2,Existing
10,7,WR3,Existing
13,5,WR1,Existing
14,7,WR1,Existing
07,1,WR1,Existing
03,7,WR1,Existing
10,7,WR1,Existing
10,7,WR1,Existing
10,7,WR1,Temporarily Removed
05,5,WR1,Existing
02,1,WR1,Existing
11,1,WR1,Existing
10,7,WR2,Temporarily Removed
05,5,WR2,Existing
01,1,WR1,Existing
19,7,WR4,Existing
03,5,WR2,Existing
13,5,WR1,Existing
10,7,WR4,Existing
01,3,WR2,Existing
06,5,WR1,Existing
06,5,WR1,Existing
05,5,WR1,Existing
14,7,WR2,Existing
04,5,WR2,Existing
21,3,WR2,Existing
13,7,WR1,Existing
01,1,WR1,Existing
07,5,WR2,Existing
06,1,WR1,Existing
06,5,WR2,Existing
01,5,WR2,Existing
02,5,WR2,Existing
11,7,WR2,Existing
19,7,WR4,Existing
06,5,WR1,Existing
18,5,WR1,Existing
13,5,WR2,Existing
24,3,WR2,Existing
04,1,WR1,Existing
05,5,WR2,Existing
05,5,WR2,Temporarily Removed
24,1,WR1,Existing
03,5,WR1,Existing
21,3,WR2,Temporarily Removed
18,4,WR2,Existing
15,5,WR1,Existing
17,4,WR2,Existing
07,5,WR2,Existing
06,5,WR1,Existing
11,7,WR1,Existing
13,7,WR1,Existing
11,7,WR1,Existing
25,1,WR2,Existing
11,7,WR1,Existing
12,5,WR2,Existing
08,5,WR1,Temporarily Removed
04,7,WR4,Temporarily Removed
15,5,WR1,Existing
25,4,WR1,Existing
18,4,WR1,Existing
19,1,WR1,Existing
19,3,WR1,Existing
16,3,WR2,Existing
19,7,WR2,Existing
14,1,WR2,Existing
01,5,WR2,Existing
07,3,WR2,Temporarily Removed
06,5,WR2,Existing
17,1,WR1,Existing
21,3,WR1,Existing
24,3,WR2,Existing
21,3,WR1,Existing
22,4,WR1,Existing
09,5,WR2,Existing
12,5,WR2,Existing
07,5,WR1,Existing
22,4,WR2,Existing
14,7,WR1,Existing
16,1,WR1,Existing
16,4,WR2,Existing
20,7,WR2,Existing
24,3,WR2,Existing
07,5,WR1,Existing
04,7,WR1,Existing
08,5,WR2,Existing
23,3,WR1,Temporarily Removed
01,5,WR1,Existing
05,5,WR2,Existing
13,5,WR1,Existing
